Neel:RTHI,,,Neel:RKNE,,,Neel:RTIB,,,Neel:LTHI,,,Neel:LKNE,,,Neel:LTIB,,,Neel:RASI,,,Neel:RPSI,,,Neel:RANK,,,Neel:LANK,,,Neel:LASI,,,Neel:LPSI,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
772.076904,987.669617,917.02356,793.294739,1048.967407,628.675537,818.758789,1159.142944,527.604065,1145.054321,876.019104,956.338684,1126.849609,887.33783,690.191895,1121.050415,885.565247,477.252777,798.450928,881.644287,1192.311279,894.801636,1060.803223,1214.699097,881.298584,1345.009644,376.61264,1088.709351,906.853699,268.81424,1110.82019,899.046021,1192.251709,1010.042297,1066.546875,1215.674805
772.513916,985.489441,917.360596,793.621399,1045.893311,628.851257,818.754639,1156.07666,527.823303,1145.556885,876.60437,956.118408,1127.124756,888.959229,690.061218,1121.233643,888.0979,477.134308,799.195679,880.606018,1193.007202,894.856079,1060.108154,1214.989258,880.98053,1341.818481,376.451935,1088.768188,910.26178,268.760803,1111.547485,898.980591,1192.493896,1010.082031,1066.17041,1215.901611
772.964417,983.330994,917.726379,793.983704,1042.87854,629.065369,818.802979,1152.943848,527.965881,1146.035156,877.198669,955.895935,1127.36731,890.580505,689.938965,1121.394775,890.625549,477.024231,799.93988,879.558105,1193.712891,894.891357,1059.409058,1215.295898,880.743225,1338.344482,375.929504,1088.813599,913.663757,268.72052,1112.275391,898.937317,1192.726318,1010.102722,1065.800903,1216.127808
773.426086,981.19519,918.12085,794.380127,1039.913818,629.313538,818.903992,1149.737061,528.026306,1146.489014,877.80249,955.671143,1127.575439,892.204224,689.825867,1121.532104,893.150085,476.923676,800.681824,878.504944,1194.428223,894.909363,1058.707642,1215.620605,880.584656,1334.585815,375.050018,1088.844604,917.059265,268.693634,1113.002808,898.913818,1192.950317,1010.106201,1065.437866,1216.355225
773.896912,979.082886,918.542847,794.809326,1036.988403,629.59021,819.057373,1146.447876,528.000488,1146.917725,878.416077,955.443481,1127.748169,893.833008,689.722229,1121.644531,895.674194,476.833588,801.419861,877.451477,1195.152954,894.91217,1058.006836,1215.9646,880.501282,1330.541748,373.825806,1088.860962,920.44873,268.679993,1113.728027,898.907654,1193.16687,1010.094788,1065.081055,1216.585815
774.374451,976.994202,918.99115,795.270142,1034.090576,629.889771,819.262085,1143.068115,527.886353,1147.320679,879.040039,955.212646,1127.88501,895.470337,689.627869,1121.731079,898.20105,476.754486,802.152039,876.403137,1195.886841,894.901978,1057.309814,1216.327759,880.488525,1326.21228,372.275909,1088.862671,923.832703,268.679199,1114.449585,898.916443,1193.376343,1010.070312,1064.730347,1216.821045
774.855957,974.929321,919.463806,795.760742,1031.207397,630.206299,819.516418,1139.589111,527.68335,1147.696655,879.675293,954.977966,1127.986328,897.119751,689.542419,1121.791748,900.734253,476.686615,802.876343,875.366028,1196.629395,894.881104,1056.620239,1216.710205,880.541077,1321.599976,370.425049,1088.849609,927.211853,268.690582,1115.165771,898.937927,1193.579346,1010.035522,1064.386475,1217.062134
775.338989,972.887817,919.958496,796.279724,1028.325684,630.533386,819.817688,1136.002319,527.393311,1148.0448,880.322327,954.739136,1128.053101,898.784973,689.464905,1121.827026,903.277222,476.629974,803.59082,874.34613,1197.379761,894.852051,1055.942017,1217.11084,880.653564,1316.708496,368.302368,1088.822998,930.587341,268.713226,1115.874023,898.970276,1193.775757,1009.992371,1064.050171,1217.309082
775.82074,970.869324,920.472534,796.825134,1025.431641,630.865234,820.162598,1132.299683,527.019287,1148.364014,880.982178,954.495728,1128.08667,900.469971,689.394714,1121.838135,905.833191,476.584045,804.293518,873.349915,1198.136841,894.817017,1055.279541,1217.527954,880.820557,1311.543579,365.940765,1088.783203,933.960144,268.746033,1116.572876,899.011597,1193.965698,1009.943359,1063.722412,1217.562622
776.298523,968.873047,921.003113,797.394958,1022.511475,631.195801,820.547241,1128.474121,526.566406,1148.65332,881.655701,954.247314,1128.089844,902.178101,689.330322,1121.826416,908.405151,476.548157,804.982117,872.383972,1198.899536,894.778381,1054.636841,1217.959351,881.037354,1306.113525,363.37558,1088.732056,937.331604,268.78772,1117.259644,899.060425,1194.14856,1009.89093,1063.404419,1217.822266
776.769653,966.89801,921.546753,797.987122,1019.551758,631.519714,820.967346,1124.519287,526.040894,1148.911499,882.343567,953.993835,1128.064941,903.912781,689.270935,1121.794556,910.995361,476.521423,805.654968,871.454834,1199.666382,894.738403,1054.019165,1218.402344,881.299255,1300.427734,360.643463,1088.671143,940.702942,268.836975,1117.932617,899.115417,1194.32373,1009.837158,1063.098267,1218.087524
